species,replicate,conc,time,total,effect,initial,time
BHC,8,203.4,96,10,7,10,12/23/2017
BHC,8,305.1,3,10,0,10,12/23/2017
BHC,8,305.1,6,10,0,10,12/24/2017
BHC,8,305.1,12,10,0,10,12/24/2017
BHC,8,305.1,24,10,3,10,12/25/2017
BHC,8,305.1,48,10,10,10,12/25/2017
BHC,8,305.1,72,10,10,10,12/26/2017
BHC,8,305.1,96,10,10,10,12/26/2017
BHC,8,406.8,3,10,0,10,12/27/2017
BHC,8,406.8,6,10,3,10,12/27/2017
BHC,8,406.8,12,10,9,10,12/28/2017
BHC,8,406.8,24,10,10,10,12/28/2017
BHC,8,406.8,48,10,10,10,12/29/2017
BHC,8,406.8,72,10,10,10,12/29/2017
BHC,8,406.8,96,10,10,10,12/30/2017
BHC,8,813.6,3,10,0,10,12/30/2017
BHC,8,813.6,6,10,9,10,12/31/2017
BHC,8,813.6,12,10,10,10,12/31/2017
BHC,8,813.6,24,10,10,10,1/1/2018
BHC,8,813.6,48,10,10,10,1/1/2018
BHC,8,813.6,72,10,10,10,1/2/2018
BHC,8,813.6,96,10,10,10,1/2/2018
